"samples"	"Sphingomonas1"	"Pseudomonas1"	"Caloribacterium1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Pseudomonas4"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Sphingomonas3"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Pseudomonas7"	"Sphingomonas4"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Planctomicrobium"	"Microbacteriaceae3"	"Sphingomonas5"	"Gaetbulimicrobium1"	"Microbacteriaceae4"	"Pseudomonas8"	"Gaetbulimicrobium2"	"Aureimonas"	"Sphingomonadaceae"	"Pseudomonas9"	"Puniceicoccus1"	"Massilia4"	"Polaromonas"	"Pseudomonas10"	"Janthinobacterium"	"Pseudomonas11"	"Acinetobacter"	"Pseudomonas12"	"Neorhizobium"	"Acetobacteraceae3"	"Pseudomonas13"	"Pseudomonas14"	"Methylobacterium2"	"Sphingomonas6"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Puniceicoccus2"	"Flavobacterium"	"Sphingomonas7"	"Hymenobacter1"	"Sphingomonas8"	"Pedobacter3"	"Caloribacterium2"	"Sphingomonas9"	"Sphingomonas11"	"Persicirhabdus"	"Pseudomonas15"	"Pseudomonas29"	"Pseudomonas21"	"Pseudomonas24"	"Pseudomonas16"	"Massilia5"	"Sphingomonas10"	"Arthrobacter"	"Pseudomonas17"	"Sphingomonas12"	"Pseudomonas20"	"Comamonas"	"Pseudomonas19"	"Pseudomonas18"	"Brevundimonas"	"Sphingomonas13"	"Hymenobacter2"	"Pseudomonas22"	"Duganella2"	"Pseudomonas23"	"Hymenobacter3"	"Pseudomonas25"	"Rhizobium2"	"Staphylococcus"	"Sphingomonas14"	"Pseudomonas26"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Acetobacteraceae4"	"Pseudomonas27"	"Pseudomonas28"	"Thermoproteus"	"Sphingomonas15"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Rhizobium3"	"Pedobacter5"	"Sphingomonas17"	"Pseudomonas35"	"Sphingomonas16"	"Sphingomonas18"	"Hymenobacter4"	"Pseudomonas32"	"Sphingomonas19"	"Epilithonimonas"	"Ramlibacter2"	"Sphingomonas21"	"Caloribacterium3"	"Pseudomonas31"	"Paenibacillus"	"Caloribacterium4"	"Pseudomonas33"	"Sphingomonas20"	"Caloribacterium5"	"Pseudomonas34"	"Caloribacterium6"	"Sphingomonas22"	"Methylobacterium3"	"Pseudomonas36"	"Cloacibacterium"	"Caloribacterium7"	"Caloribacterium8"	"Pseudomonas37"	"Caloribacterium9"	"Massilia6"	"Massilia7"	"Caloribacterium10"	"Massilia8"	"Sphingomonas23"	"Sphingomonas24"	"Methylobacterium4"	"Caloribacterium11"	"Caloribacterium12"	"Pseudomonas39"	"Microbacteriaceae5"	"Pseudomonas38"	"Sphingomonas25"	"Pseudomonas40"	"Sphingomonas26"	"Sphingomonas27"	"Phycisphaera"	"Caloribacterium13"	"Pseudomonas41"	"dataset.x"	"ROW_TOTALS"	"total"	"mtDNA"	"cpDNA"	"contam"	"prop_c"	"controls"	"in_MED"	"TOT_MED"	"n.post"	"n.pre"	"n.contam"	"prop.contam"	"n.otus"	"PlotNum"	"SubPlotTx"	"PlotCond"	"txfull"	"SampType"	"DmgM"	"DmgAny"	"NDmgTypes"
"133"	"NPB13_048_CU"	43	730	16	0	5	0	0	20	18	0	1	4	0	0	5	2	0	0	0	13	0	0	146	7	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	0	4	0	1	0	3	1	0	5	2	4	0	0	0	1	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	"NPB2013"	1113	10775	4568	4868	9436	0.875730858468677	"0"	"NPB13_048_CU"	1113	1708	28946	27238	0.941	90	48	"C"	"SA"	"SAC"	"3L"	"n"	0	0
"134"	"NPB13_048_TD"	4	3467	1545	0	3144	0	0	384	0	0	0	1	0	38	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	39	0	0	0	31	0	0	0	526	6	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	24	8	8	0	22	0	0	0	16	0	5	0	6	15	0	0	0	22	0	21	0	2	0	0	0	0	0	0	0	0	248	3	7	0	0	0	0	0	0	0	0	86	0	0	0	5	0	0	0	0	10	5	0	6	3	0	9	1	2	0	0	2	0	13	7	0	3	0	0	2	0	0	0	0	3	6	66	10	0	0	0	0	0	3	1	0	"NPB2013"	10416	13231	2054	22	2076	0.156904240042325	"0"	"NPB13_048_TD"	10419	12939	24470	11531	0.4712	201	48	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"135"	"NPB13_048_TU"	85	625	157	0	117	12	0	2	0	0	0	0	9	24	176	1	0	0	0	2	0	0	0	23	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	4	3	0	0	5	0	0	0	3	2	9	10	2	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	6	0	0	1	0	0	0	3	1	0	1	0	0	4	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	1	"NPB2013"	1336	14110	6179	6481	12660	0.897236002834869	"0"	"NPB13_048_TU"	1338	1668	50419	48751	0.9669	75	48	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"136"	"NPB13_050_CD"	6	243	5529	0	13	0	0	1	0	0	0	21	0	16	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	79	1	0	0	1	0	1	0	3	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	38	0	0	36	0	28	0	0	1	0	31	28	0	21	0	0	31	0	0	0	0	34	33	0	0	0	0	0	0	0	26	23	1	"NPB2013"	6350	14293	7556	141	7697	0.538515357167844	"0"	"NPB13_050_CD"	6383	437	10993	10556	0.9602	27	50	"C"	"M"	"MC"	"4L"	"y"	1	1
"137"	"NPB13_050_CU"	42	1909	35	0	12	1	0	14	0	36	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	0	1	0	0	407	1	0	0	0	10	8	5	0	8	0	0	0	8	0	0	2	9	5	0	2	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	737	0	0	1	0	0	7	0	0	0	0	0	9	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	1	0	"NPB2013"	3387	11179	4677	2812	7489	0.669916808301279	"0"	"NPB13_050_CU"	3387	4552	22414	17862	0.7969	89	50	"C"	"M"	"MC"	"4L"	"n"	0	0
"138"	"NPB13_050_TD"	3	20007	29	0	9	13	0	101	0	0	0	40	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	217	0	0	0	10	0	0	0	12	0	12	0	0	0	0	5	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	45	54	0	105	0	0	0	92	0	0	0	83	80	0	0	0	82	0	93	0	31	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	3	0	0	0	38	0	0	0	0	1	48	0	0	15	0	0	11	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	31	0	0	0	0	1	2	57	"NPB2013"	21698	22391	74	11	85	0.00379616810325577	"0"	"NPB13_050_TD"	21700	30288	49526	19238	0.3884	209	50	"TX"	"M"	"MTX"	"3L"	"y"	1	1
"139"	"NPB13_050_TU"	21	1561	54	0	4	1	0	7	0	0	0	11	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	18	0	6	0	0	0	6	1	0	1	11	14	0	0	0	4	0	9	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	22	0	0	0	0	0	15	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	"NPB2013"	1835	9272	3256	4086	7342	0.791846419327006	"0"	"NPB13_050_TU"	1835	2283	9769	7486	0.7663	46	50	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"140"	"NPB13_051_CD"	2	2725	1402	0	1902	99	0	1293	1	1	0	250	37	0	0	0	0	0	210	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	127	0	0	0	300	5	27	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	11	11	9	35	7	0	0	0	23	0	54	0	10	12	1	0	0	14	1	10	0	54	0	0	0	0	0	11	0	0	90	16	14	0	0	0	0	0	0	0	0	57	0	0	0	17	0	0	0	0	19	3	0	6	1	0	6	19	3	0	0	9	0	9	12	0	2	0	0	3	0	0	0	0	4	7	27	0	6	0	23	0	0	4	3	0	"NPB2013"	9248	11988	1950	58	2008	0.167500834167501	"0"	"NPB13_051_CD"	9268	11264	31992	20728	0.6479	182	51	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"141"	"NPB13_051_CU"	2	14	58	0	6	6	0	0	8	0	0	10	1	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	"NPB2013"	160	9347	2273	6852	9125	0.976249063870761	"0"	"NPB13_051_CU"	160	200	26944	26744	0.9926	35	51	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"142"	"NPB13_051_TD"	3	601	1508	0	298	115	0	615	0	0	0	126	10	0	3	0	0	0	219	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	81	0	0	0	466	5	12	0	0	0	0	7	3	0	1	0	0	0	0	6	0	0	0	0	26	0	0	0	3	4	3	18	8	0	0	0	2	0	3	0	1	3	0	0	0	2	0	0	0	13	0	0	0	0	0	16	0	0	8	1	13	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	16	1	0	4	0	0	2	4	4	0	0	2	0	11	8	0	2	0	0	11	0	0	0	0	6	7	3	0	0	0	56	0	0	9	5	0	"NPB2013"	4399	7797	2047	18	2065	0.264845453379505	"0"	"NPB13_051_TD"	4404	11209	15344	4135	0.2695	343	51	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"143"	"NPB13_051_TU"	19	26	161	0	0	0	0	1	0	0	0	41	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"NPB2013"	369	11634	3949	7258	11207	0.963297232250301	"0"	"NPB13_051_TU"	371	390	47660	47270	0.9918	58	51	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"144"	"NPB13_054_CU"	85	308	37	0	0	0	0	1	6	0	0	0	47	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	3	0	0	0	0	3	2	0	0	0	1	2	0	0	0	1	4	1	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	537	9249	3308	5289	8597	0.929505892528922	"0"	"NPB13_054_CU"	537	777	25927	25150	0.97	46	54	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"145"	"NPB13_054_TD"	39	11	4	0	1	0	0	3	0	0	0	16	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	109	3043	31	62	93	0.0305619454485705	"0"	"NPB13_054_TD"	109	19062	21768	2706	0.1243	686	54	"TX"	"SA"	"SATX"	"1L"	"y"	1	1
"146"	"NPB13_054_TU"	152	80	24	0	0	10	54	0	1	0	2	4	80	0	0	9	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	1	0	3	0	0	37	0	0	0	25	0	0	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	538	16072	7850	7605	15455	0.961610253857641	"0"	"NPB13_054_TU"	538	856	37362	36506	0.9771	63	54	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"147"	"NPB13_056_CD"	306	750	3518	0	39	12	0	47	0	0	0	3582	0	2	404	17	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	91	0	0	0	15	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	2	0	56	9	1	0	4	3	9	3	2	0	3	0	5	1	0	1	3	1	0	0	0	2	0	1	0	59	0	0	3	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	1	3	0	2	0	1	0	0	0	0	25	1	0	17	0	0	28	0	28	0	0	5	0	24	24	1	28	0	0	21	0	0	0	0	20	26	0	2	0	0	0	0	0	23	15	2	"NPB2013"	9306	15374	5144	443	5587	0.363405749967478	"0"	"NPB13_056_CD"	9333	7170	24728	17558	0.71	92	56	"C"	"SA"	"SAC"	"2L"	"y"	1	1
"148"	"NPB13_056_CU"	26	25	14	6	19	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	142	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	302	12212	4691	7145	11836	0.969210612512283	"0"	"NPB13_056_CU"	302	466	31669	31203	0.9853	47	56	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"149"	"NPB13_056_TD"	811	180	1196	1	657	27	0	4	7	0	0	11	0	178	2253	25	0	2	667	0	0	0	0	4	18	0	0	0	0	60	0	0	0	0	0	0	8	2	0	0	0	6	0	0	12	13	0	0	0	0	0	0	0	1	0	4	4	0	0	0	0	2	0	4	26	17	4	1	0	3	0	1	0	2	0	3	0	0	3	1	4	0	0	2	1	0	2	0	0	0	0	0	2	3	0	4	0	0	0	1	1	19	1	1	0	0	0	1	0	2	3	0	4	0	2	3	2	0	0	10	0	0	6	0	0	11	1	14	4	0	2	0	3	10	1	6	0	0	14	0	2	19	0	9	8	0	34	1	1	11	0	0	6	10	0	"NPB2013"	6459	14113	3695	3083	6778	0.480266421030256	"0"	"NPB13_056_TD"	6462	7977	41708	33731	0.8087	210	56	"TX"	"SA"	"SATX"	"2L"	"y"	1	1
"150"	"NPB13_056_TU"	63	300	176	0	118	6	16	2	52	0	0	6	10	7	123	0	0	0	5	0	0	0	0	0	3	0	0	0	0	676	0	0	0	9	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	4	56	0	0	0	0	1	3	2	0	1	1	3	2	0	0	0	1	0	0	1	0	0	22	1	0	0	0	0	1	13	0	0	0	0	14	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	58	0	0	1	0	0	1	1	0	2	1	3	0	0	1	7	1	2	0	1	2	0	2	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	"NPB2013"	1804	13282	4730	6452	11182	0.841891281433519	"0"	"NPB13_056_TU"	1805	2350	32993	30643	0.9288	120	56	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"151"	"NPB13_057_CD"	0	6203	8340	0	0	0	0	13	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	153	0	0	0	34	6	20	0	25	0	0	0	31	0	0	0	27	26	0	0	0	33	0	22	0	0	0	0	0	0	0	0	0	0	0	14	69	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	39	14	0	37	69	0	43	0	42	0	0	11	0	48	54	0	36	0	0	45	0	0	0	0	32	29	3	0	8	0	0	0	0	30	26	1	"NPB2013"	15716	27467	11256	53	11309	0.411730440164561	"0"	"NPB13_057_CD"	15760	9606	27058	17452	0.645	101	57	"C"	"M"	"MC"	"1L"	"y"	1	1
"152"	"NPB13_057_CU"	16	3237	0	0	0	0	0	97	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	15	0	0	0	199	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	11	0	18	0	0	0	13	0	9	3	15	14	0	0	0	17	0	9	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	14	"NPB2013"	3824	12800	2598	4131	6729	0.525703125	"0"	"NPB13_057_CU"	3824	8714	42220	33506	0.7936	196	57	"C"	"M"	"MC"	"4L"	"n"	0	0
"153"	"NPB13_057_TU"	9	152	8	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	184	9797	3909	5672	9581	0.9779524344187	"0"	"NPB13_057_TU"	184	279	26030	25751	0.9893	27	57	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"154"	"NPB13_058_CD"	189	570	428	0	23	6	10	3	114	11	0	0	87	0	0	9	0	0	18	4	0	0	0	0	4	0	0	0	0	0	0	0	0	15	27	0	5	6	0	0	3	0	0	0	0	0	9	0	0	0	17	0	0	7	0	0	0	0	0	0	0	1	0	2	0	4	0	1	0	5	1	1	0	3	0	0	0	1	3	4	0	1	0	9	1	0	4	9	1	0	0	0	26	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	4	0	12	0	0	3	3	0	1	1	0	3	0	0	0	0	1	0	4	0	0	5	3	0	4	0	1	0	0	3	2	0	0	1	1	0	0	0	2	2	0	"NPB2013"	1704	10405	3424	4872	8296	0.797308986064392	"0"	"NPB13_058_CD"	1705	2127	30668	28541	0.9306	119	58	"C"	"M"	"MC"	"4L"	"y"	1	1
"155"	"NPB13_058_CU"	1	48	1	0	0	0	3	0	4	2	0	0	0	1	5	0	0	0	5	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	89	7547	1947	5439	7386	0.97866702000795	"0"	"NPB13_058_CU"	89	208	27075	26867	0.9923	47	58	"C"	"M"	"MC"	"4L"	"n"	0	0
"156"	"NPB13_058_TD"	0	142	79	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	"NPB2013"	333	8546	3160	4878	8038	0.940556985724315	"0"	"NPB13_058_TD"	334	500	36412	35912	0.9863	47	58	"TX"	"M"	"MTX"	"4L"	"y"	1	1
"157"	"NPB13_058_TU"	165	321	10	0	1	0	82	3	26	12	1	6	43	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	4	0	6	3	0	0	0	0	0	0	93	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	24	3	2	0	11	1	2	0	0	0	3	0	3	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	870	9485	3750	4630	8380	0.883500263574064	"0"	"NPB13_058_TU"	870	1489	31511	30022	0.9527	108	58	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"158"	"NPB13_060_CD"	1	225	6071	0	0	0	0	89	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	60	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	3	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	41	0	0	49	0	0	48	4	44	0	0	1	0	37	36	0	34	0	0	33	0	0	0	0	34	24	0	0	1	0	0	0	0	19	24	1	"NPB2013"	7084	20443	11885	255	12140	0.59384630435846	"0"	"NPB13_060_CD"	7129	2846	30852	28006	0.9078	155	60	"C"	"SA"	"SAC"	"3L"	"y"	1	1
"159"	"NPB13_060_CU"	8	38	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	158	7866	2447	5143	7590	0.964912280701754	"0"	"NPB13_060_CU"	159	314	15694	15380	0.98	53	60	"C"	"SA"	"SAC"	"3L"	"n"	0	0
"160"	"NPB13_060_TD"	35	17	139	0	0	0	0	7	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	"NPB2013"	242	2163	391	166	557	0.257512713823393	"0"	"NPB13_060_TD"	242	4192	15528	11336	0.73	210	60	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
