"samples"	"Sphingomonas1"	"Pseudomonas1"	"Caloribacterium1"	"Acetobacteraceae1"	"Pseudomonas2"	"Pseudomonas3"	"Massilia1"	"Pseudomonas4"	"Massilia2"	"Sphingomonas2"	"Xanthomonas"	"Pseudomonas5"	"Duganella1"	"Microbacteriaceae2"	"Microbacteriaceae1"	"Sphingomonas3"	"Geobacillus"	"Clavibacter"	"Pseudomonas6"	"Massilia3"	"Pedobacter1"	"Acetobacteraceae2"	"Anoxybacillus"	"Pseudomonas7"	"Sphingomonas4"	"Rhizobium1"	"Pseudaminobacter"	"Hyphomicrobium"	"Chryseobacterium1"	"Chryseobacterium2"	"Pedobacter2"	"Methylobacterium1"	"Planctomicrobium"	"Microbacteriaceae3"	"Sphingomonas5"	"Gaetbulimicrobium1"	"Microbacteriaceae4"	"Pseudomonas8"	"Gaetbulimicrobium2"	"Aureimonas"	"Sphingomonadaceae"	"Pseudomonas9"	"Puniceicoccus1"	"Massilia4"	"Polaromonas"	"Pseudomonas10"	"Janthinobacterium"	"Pseudomonas11"	"Acinetobacter"	"Pseudomonas12"	"Neorhizobium"	"Acetobacteraceae3"	"Pseudomonas13"	"Pseudomonas14"	"Methylobacterium2"	"Sphingomonas6"	"Rhodococcus"	"Escherichia"	"Chryseobacterium3"	"Puniceicoccus2"	"Flavobacterium"	"Sphingomonas7"	"Hymenobacter1"	"Sphingomonas8"	"Pedobacter3"	"Caloribacterium2"	"Sphingomonas9"	"Sphingomonas11"	"Persicirhabdus"	"Pseudomonas15"	"Pseudomonas29"	"Pseudomonas21"	"Pseudomonas24"	"Pseudomonas16"	"Massilia5"	"Sphingomonas10"	"Arthrobacter"	"Pseudomonas17"	"Sphingomonas12"	"Pseudomonas20"	"Comamonas"	"Pseudomonas19"	"Pseudomonas18"	"Brevundimonas"	"Sphingomonas13"	"Hymenobacter2"	"Pseudomonas22"	"Duganella2"	"Pseudomonas23"	"Hymenobacter3"	"Pseudomonas25"	"Rhizobium2"	"Staphylococcus"	"Sphingomonas14"	"Pseudomonas26"	"Devosia"	"Pseudomonas30"	"Pedobacter4"	"Acetobacteraceae4"	"Pseudomonas27"	"Pseudomonas28"	"Thermoproteus"	"Sphingomonas15"	"Lactococcus"	"Enterococcus"	"Sanguibacter"	"Ramlibacter1"	"Rhizobium3"	"Pedobacter5"	"Sphingomonas17"	"Pseudomonas35"	"Sphingomonas16"	"Sphingomonas18"	"Hymenobacter4"	"Pseudomonas32"	"Sphingomonas19"	"Epilithonimonas"	"Ramlibacter2"	"Sphingomonas21"	"Caloribacterium3"	"Pseudomonas31"	"Paenibacillus"	"Caloribacterium4"	"Pseudomonas33"	"Sphingomonas20"	"Caloribacterium5"	"Pseudomonas34"	"Caloribacterium6"	"Sphingomonas22"	"Methylobacterium3"	"Pseudomonas36"	"Cloacibacterium"	"Caloribacterium7"	"Caloribacterium8"	"Pseudomonas37"	"Caloribacterium9"	"Massilia6"	"Massilia7"	"Caloribacterium10"	"Massilia8"	"Sphingomonas23"	"Sphingomonas24"	"Methylobacterium4"	"Caloribacterium11"	"Caloribacterium12"	"Pseudomonas39"	"Microbacteriaceae5"	"Pseudomonas38"	"Sphingomonas25"	"Pseudomonas40"	"Sphingomonas26"	"Sphingomonas27"	"Phycisphaera"	"Caloribacterium13"	"Pseudomonas41"	"dataset.x"	"ROW_TOTALS"	"total"	"mtDNA"	"cpDNA"	"contam"	"prop_c"	"controls"	"in_MED"	"TOT_MED"	"n.post"	"n.pre"	"n.contam"	"prop.contam"	"n.otus"	"PlotNum"	"SubPlotTx"	"PlotCond"	"txfull"	"SampType"	"DmgM"	"DmgAny"	"NDmgTypes"
"49"	"NPB13_019_TU"	5106	2147	33	0	9	49	142	32	155	69	0	3	141	0	5	214	0	0	1	21	0	0	0	20	116	0	0	0	0	0	0	16	0	3	196	0	0	15	0	11	1	1	0	2	27	1	6	2	0	0	0	0	4	14	7	38	58	0	0	0	0	18	2	32	4	2	29	18	2	12	8	4	0	14	6	37	0	7	20	4	0	7	14	45	19	4	5	28	10	0	1	0	0	15	13	12	0	1	0	0	13	0	9	0	0	0	0	0	0	23	0	3	12	0	3	15	0	3	8	0	7	0	0	29	3	0	1	0	21	0	4	0	1	1	18	0	6	1	0	3	15	58	0	5	0	2	3	2	5	0	10	8	0	0	0	"NPB2013"	9350	17060	4647	2338	6985	0.409437280187573	"0"	"NPB13_019_TU"	9350	13022	37900	24878	0.6564	281	19	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"50"	"NPB13_021_CD"	5	3117	833	0	1	275	22	178	1	0	0	253	124	0	2	0	0	0	0	13	0	0	0	49	1	0	0	0	0	4	0	0	0	0	0	0	0	40	0	0	0	62	0	0	0	86	0	29	0	0	0	0	37	33	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	17	12	10	6	18	0	0	0	10	0	0	1	16	11	0	0	0	18	0	12	0	27	0	0	0	10	0	8	0	0	0	21	19	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	5	7	0	4	17	0	6	0	6	0	0	7	0	5	4	0	3	0	0	3	0	0	0	0	3	1	5	0	6	0	0	0	0	3	3	0	"NPB2013"	5493	10465	4276	281	4557	0.435451505016722	"0"	"NPB13_021_CD"	5498	6654	26088	19434	0.7449	132	21	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"51"	"NPB13_021_CU"	0	2442	1	0	0	0	1	8	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	13	0	10	0	0	0	13	0	0	0	13	17	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	4	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	8	"NPB2013"	2658	11761	7137	1835	8972	0.762860300994813	"0"	"NPB13_021_CU"	2658	3419	26624	23205	0.8716	56	21	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"52"	"NPB13_021_TD"	49	12966	0	1	1	116	0	110	8	8	0	5	45	0	0	4	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	1	0	0	0	0	3	13	0	1	0	0	12	107	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	93	35	48	0	64	1	1	0	52	0	0	3	65	60	0	0	0	72	17	52	0	6	0	0	0	2	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0	0	0	0	31	1	0	0	0	0	37	0	0	12	0	0	9	0	0	0	30	2	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	28	0	0	0	0	0	0	67	"NPB2013"	14475	16770	1119	670	1789	0.106678592725104	"0"	"NPB13_021_TD"	14475	19339	46484	27145	0.584	149	21	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"53"	"NPB13_021_TU"	78	4353	3	1	0	3	15	26	21	7	0	6	10	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	31	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	25	17	10	0	18	0	0	0	26	0	0	0	13	28	0	1	0	16	42	22	0	3	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	9	0	0	44	0	0	5	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	"NPB2013"	4946	18813	11644	1980	13624	0.724180088236858	"0"	"NPB13_021_TU"	4946	6344	29391	23047	0.7842	72	21	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"54"	"NPB13_024_CD"	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	40	5207	1838	3290	5128	0.984828115997695	"0"	"NPB13_024_CD"	40	149	21294	21145	0.993	41	24	"C"	"SA"	"SAC"	"1L"	"y"	1	1
"55"	"NPB13_024_CU"	28	13	0	0	7	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	68	6140	2322	3693	6015	0.979641693811075	"0"	"NPB13_024_CU"	68	188	23550	23362	0.992	49	24	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"56"	"NPB13_024_TD"	1	0	0	0	12	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	23	17030	16303	626	16929	0.994069289489137	"0"	"NPB13_024_TD"	23	63	19961	19898	0.9968	26	24	"TX"	"SA"	"SATX"	"2L"	"y"	1	1
"57"	"NPB13_024_TU"	7	78	8	0	39	3	0	2	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	206	9380	4529	4622	9151	0.975586353944563	"0"	"NPB13_024_TU"	206	304	31609	31305	0.9904	42	24	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"58"	"NPB13_027_CD"	0	4877	29	0	742	97	0	1176	0	0	0	105	2	0	1	0	0	0	33	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	413	0	0	0	85	0	69	0	0	0	0	46	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	11	18	15	19	0	0	0	24	0	5	0	16	17	0	0	0	24	0	19	0	54	0	0	0	0	0	6	0	0	87	8	2	0	0	0	0	0	0	0	0	53	0	0	0	9	0	0	0	0	0	4	0	0	6	0	0	4	0	0	0	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	27	0	9	0	2	0	0	0	0	24	"NPB2013"	8576	9070	61	4	65	0.0071664829106946	"0"	"NPB13_027_CD"	8576	12621	25348	12727	0.5021	129	27	"C"	"JA"	"JAC"	"4L"	"y"	1	1
"59"	"NPB13_027_CU"	73	473	21	0	21	18	0	97	31	0	0	40	16	0	0	2	0	0	17	19	0	0	0	24	1	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	52	0	0	0	0	0	0	1	0	0	8	0	14	0	0	0	0	1	0	1	0	1	0	0	6	3	0	4	1	1	0	2	1	0	10	7	1	0	0	0	3	4	8	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"NPB2013"	1022	12652	4636	6812	11448	0.904837179892507	"0"	"NPB13_027_CU"	1022	1461	38449	36988	0.962	89	27	"C"	"JA"	"JAC"	"3L"	"n"	0	0
"60"	"NPB13_027_TD"	237	4658	4	0	529	543	30	1669	1335	1	7	193	800	0	0	16	0	0	254	239	0	0	0	162	5	0	0	0	3	20	0	0	0	0	19	0	1	40	0	0	0	141	0	2	2	99	874	133	0	0	7	0	143	28	0	1	2	0	1	0	32	0	0	2	2	0	13	0	0	32	7	11	62	9	104	1	2	12	0	52	0	17	24	5	2	0	20	185	11	0	50	0	0	0	190	8	26	0	0	41	12	0	0	0	0	0	1	18	20	1	36	0	0	0	13	2	0	0	8	0	9	0	0	3	0	0	1	0	3	0	5	0	0	0	6	0	23	0	1	0	0	1	0	0	0	15	1	6	0	30	0	0	0	0	3	"NPB2013"	13336	18132	1267	22	1289	0.0710897860136775	"0"	"NPB13_027_TD"	13336	24372	46657	22285	0.4776	575	27	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"61"	"NPB13_027_TU"	488	2058	2	1	191	95	8	110	4	0	0	51	25	0	2	13	0	0	39	3	0	0	0	14	8	0	0	0	0	0	0	0	0	0	10	0	2	19	0	0	0	0	0	0	3	3	6	6	0	0	0	0	7	12	0	3	0	0	0	0	7	1	0	2	0	0	4	2	0	13	6	8	2	5	1	3	0	11	1	0	0	11	9	17	0	0	7	0	9	0	3	0	0	1	2	3	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	7	0	0	0	4	0	0	3	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	6	0	0	0	6	0	4	2	1	0	2	0	0	7	"NPB2013"	3371	9209	2406	3130	5536	0.601151047887936	"0"	"NPB13_027_TU"	3371	4582	27975	23393	0.8362	129	27	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"62"	"NPB13_028_CD"	685	2982	3	0	667	64	15	703	201	2	15	13	96	1	1	21	0	0	28	80	0	0	0	32	17	0	0	0	0	26	0	2	0	0	1	0	0	36	0	0	0	79	0	1	5	5	16	9	0	0	111	0	2	30	0	5	0	0	5	0	4	0	0	1	0	1	22	2	0	16	14	10	0	15	9	3	0	10	4	11	0	16	20	10	2	0	14	46	18	0	4	1	0	0	18	2	0	0	0	32	15	0	0	0	0	0	2	3	2	2	16	1	5	0	10	1	0	1	0	0	9	0	0	0	0	0	0	2	2	0	11	0	0	0	5	0	1	0	0	0	0	5	0	0	0	14	1	7	4	2	1	1	0	0	0	"NPB2013"	6387	15386	7926	544	8470	0.550500454959054	"0"	"NPB13_028_CD"	6387	8997	29409	20412	0.6941	231	28	"C"	"M"	"MC"	"4L"	"y"	1	1
"63"	"NPB13_028_CU"	335	4855	83	0	5	25	0	174	18	13	0	50	13	7	4	19	0	0	12	2	0	0	2	3	5	0	0	0	0	0	0	7	0	0	5	0	0	51	0	3	1	14	0	0	8	1	12	1	0	0	0	0	0	47	0	2	3	0	0	0	0	0	0	1	0	1	3	2	0	26	13	18	0	25	1	0	0	27	2	0	0	31	33	0	4	0	23	17	26	0	6	0	0	1	4	0	0	3	0	0	21	0	4	0	0	0	0	0	0	1	0	0	3	0	7	0	0	0	0	1	17	1	0	35	0	0	2	2	1	0	5	0	0	2	4	0	0	0	0	0	0	0	0	1	0	6	5	11	0	0	0	1	1	0	2	"NPB2013"	6180	19252	5889	6761	12650	0.657074589653023	"0"	"NPB13_028_CU"	6180	7947	42348	34401	0.8123	122	28	"C"	"M"	"MC"	"4L"	"n"	0	0
"64"	"NPB13_028_TD"	344	2637	16	0	127	396	30	171	809	3	0	126	270	1	5	13	4	1	107	157	0	0	0	83	8	0	0	0	0	57	0	0	0	0	2	0	2	35	0	4	0	67	0	0	56	16	144	59	0	1	18	0	58	18	0	1	4	0	7	0	39	0	0	1	11	0	19	3	0	17	18	10	11	12	43	3	19	19	2	7	0	9	14	28	1	0	5	86	11	0	13	1	0	2	68	9	13	16	0	11	16	1	0	0	0	2	1	13	1	7	0	0	1	0	5	2	1	10	8	0	9	0	0	0	0	0	18	0	1	0	5	0	0	0	6	0	17	0	0	0	0	8	0	0	0	2	2	5	2	8	0	1	0	0	0	"NPB2013"	6530	11441	3818	72	3890	0.340005244296827	"0"	"NPB13_028_TD"	6530	9949	24291	14342	0.5904	344	28	"TX"	"M"	"MTX"	"4L"	"y"	1	1
"65"	"NPB13_028_TU"	1983	1639	47	0	16	98	107	55	334	116	0	14	84	0	1	59	0	0	15	69	0	0	0	0	47	0	0	0	0	0	0	3	0	0	13	0	6	23	0	0	0	2	0	0	8	3	22	0	0	12	0	0	5	12	0	15	0	0	0	0	0	8	0	11	0	0	2	3	0	9	3	5	0	11	2	14	0	8	7	0	0	16	6	0	4	0	8	59	11	0	2	0	0	8	3	0	1	10	0	0	3	0	1	0	0	0	0	0	0	13	0	2	8	0	3	4	0	0	0	0	0	0	0	12	6	0	2	0	3	0	4	0	0	1	7	0	6	2	0	0	4	11	0	0	1	4	0	0	8	0	7	4	0	0	0	"NPB2013"	5135	18406	5530	7376	12906	0.701184396392481	"0"	"NPB13_028_TU"	5136	7131	38286	31155	0.8137	181	28	"TX"	"M"	"MTX"	"4L"	"n"	0	0
"66"	"NPB13_029_CD"	132	6444	76	0	212	354	3	754	13	2	0	106	147	1	265	16	0	0	26	0	0	0	0	439	2	0	0	0	2197	3	0	0	0	0	2	0	4	73	0	0	0	152	0	0	4	644	1	92	1	0	0	0	90	33	0	2	0	0	7	0	0	1	0	0	12	2	7	1	0	24	24	28	15	32	6	3	3	39	0	4	0	24	26	1	1	0	32	0	27	0	29	0	1	1	18	0	15	0	0	25	23	0	0	0	0	0	0	0	0	0	25	0	0	0	13	0	0	0	0	0	10	0	1	1	0	0	67	0	1	0	11	0	0	1	1	1	0	0	0	0	0	0	0	0	1	14	2	19	0	0	0	0	1	1	2	"NPB2013"	12893	14778	273	67	340	0.0230071728244688	"0"	"NPB13_029_CD"	12893	18791	47207	28416	0.6019	266	29	"C"	"JA"	"JAC"	"4L"	"y"	1	1
"67"	"NPB13_029_CU"	20	5670	13	1	3	0	1	30	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31	14	8	1	27	2	0	0	35	0	1	0	36	33	0	0	0	20	0	24	0	3	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	21	1	0	4	0	0	4	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	25	"NPB2013"	6200	12538	3212	2863	6075	0.484527037805073	"0"	"NPB13_029_CU"	6200	8463	32360	23897	0.7385	91	29	"C"	"JA"	"JAC"	"4L"	"n"	0	0
"68"	"NPB13_029_TD"	61	1011	3204	1	6	85	0	80	1	0	0	62	2	9	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	7	0	0	0	11	0	0	4	9	0	12	0	0	0	0	15	8	0	0	0	0	0	0	0	1	0	0	0	58	1	0	0	6	1	6	2	7	0	0	0	6	1	7	0	5	2	0	0	0	3	1	2	0	13	0	0	0	1	0	0	0	0	0	3	21	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	17	8	0	19	1	0	18	1	13	0	0	1	0	16	18	0	20	0	0	19	0	1	0	0	9	7	2	3	3	0	0	0	0	11	10	6	"NPB2013"	6208	13608	7063	52	7115	0.522854203409759	"0"	"NPB13_029_TD"	6225	3831	23513	19682	0.8371	76	29	"TX"	"JA"	"JATX"	"4L"	"y"	1	1
"69"	"NPB13_029_TDa"	0	2	7	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NPB2013"	23	33192	32776	229	33005	0.994366112316221	"0"	"NPB13_029_TDa"	23	50	26078	26028	0.9981	27	29	"TX"	"JA"	"JATX"	"2L"	"y"	1	1
"70"	"NPB13_029_TU"	10	343	33	0	30	2	1	12	1	0	0	14	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	19	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0	19	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	196	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	"NPB2013"	754	14790	5677	7818	13495	0.912440838404327	"0"	"NPB13_029_TU"	754	1687	32280	30593	0.9477	107	29	"TX"	"JA"	"JATX"	"4L"	"n"	0	0
"71"	"NPB13_030_CD"	506	6979	59	0	3874	240	0	1690	11	1	3	1336	55	0	0	26	0	0	121	6	0	0	0	5	11	0	0	0	0	1	0	0	0	0	0	0	0	74	0	0	0	341	0	0	3	106	2	63	0	0	7	0	35	46	0	2	0	0	0	0	0	1	0	0	0	1	38	0	0	39	30	19	41	30	1	1	1	22	4	943	1	32	35	0	3	0	36	16	30	0	214	1	0	0	3	1	15	0	0	206	8	1	1	0	0	0	1	0	0	2	86	0	1	0	23	0	0	1	0	1	13	0	0	5	0	3	16	0	0	0	32	0	0	0	1	1	0	0	0	0	0	0	0	0	0	52	0	10	1	22	0	1	1	0	1	"NPB2013"	17651	19626	833	125	958	0.0488127993478039	"0"	"NPB13_030_CD"	17651	23376	48363	24987	0.5167	233	30	"C"	"SA"	"SAC"	"4L"	"y"	1	1
"72"	"NPB13_030_CU"	21	23	4	0	111	51	0	0	2	0	0	45	18	0	0	3	0	0	106	1	0	0	0	97	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	6	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	"NPB2013"	666	6833	2605	3196	5801	0.848968242353285	"0"	"NPB13_030_CU"	666	1596	23238	21642	0.9313	122	30	"C"	"SA"	"SAC"	"4L"	"n"	0	0
"73"	"NPB13_030_TD"	5	7917	261	0	0	6	0	34	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	36	25	28	0	41	0	0	0	32	0	0	0	23	35	0	0	0	37	0	25	0	9	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	16	0	0	4	0	0	2	1	0	0	11	0	4	1	1	0	0	0	1	0	0	0	0	0	1	4	0	18	0	0	0	0	1	1	0	"NPB2013"	8768	9625	473	140	613	0.0636883116883117	"0"	"NPB13_030_TD"	8771	11185	19520	8335	0.427	87	30	"TX"	"SA"	"SATX"	"4L"	"y"	1	1
"74"	"NPB13_030_TU"	28	5865	12	0	3	2	0	32	5	0	0	0	0	0	0	1	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	39	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	33	18	21	0	37	0	0	1	38	1	0	6	28	21	0	0	0	20	0	18	0	5	0	0	0	1	1	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	18	0	0	55	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	12	0	0	0	0	0	0	2	"NPB2013"	6483	12985	2361	3799	6160	0.474393530997305	"0"	"NPB13_030_TU"	6483	8535	33767	25232	0.7472	103	30	"TX"	"SA"	"SATX"	"4L"	"n"	0	0
"75"	"NPB13_031_CD"	2	591	3985	0	619	48	0	34	0	0	0	16	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	82	1	3	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	3	1	3	4	3	0	0	0	5	0	10	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	4	0	0	23	1	30	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	20	2	0	26	0	0	27	6	21	0	0	1	0	21	21	0	17	0	0	25	0	0	0	0	17	24	12	0	3	0	4	0	0	16	20	0	"NPB2013"	5903	12464	5780	397	6177	0.49558729139923	"0"	"NPB13_031_CD"	5916	2388	22242	19854	0.8926	81	31	"C"	"M"	"MC"	"4L"	"y"	1	1
"76"	"NPB13_031_CU"	9	310	26	0	0	0	0	0	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"NPB2013"	417	22808	18061	4175	22236	0.974921080322694	"0"	"NPB13_031_CU"	417	597	24071	23474	0.9752	44	31	"C"	"M"	"MC"	"4L"	"n"	0	0
