plot	date	time	who	condition	tx	plant	height	n.leaves	n.mines	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	D3	35	10	4	4	1	1			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	tx	D4	32	10	0	0	2	0			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	A1	31	9	3	3	0	0	2	2	1	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	A2	40	14	3	3	1	2			2	0		1	
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	A3	33	8	3	3	2	0			4	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	A4	39	11	3	3	3	8			1	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	B1	35	7	3	3	1	7	1	1	2	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	B2	35	9	2	2	2	8			1	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	B3	47	12	5	5	1	16			1	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	B4	26	10	6	6	2	0			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	C1	38	12	2	2	1	9	1	3	1	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	C2	30	9	0	0	0	2			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	C3	20	10	1	1	2	0			0	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	C4	28	11	1	1	2	0			0	0		1	
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	D1	38	11	2	2	1	11	2	5	2	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	D2	29	10	3	3	0	0			3	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	D3	23	10	3	3	1	0			3	0			
58b	41501	0.5875	PTH & MICHELLE	MOCK	zm	D4	35	11	0	0	1	5			0	0			
