plot	region	date	time	who	condition	tx	subplot	txfull	plant	height	n.leaves	n.mines	mined.leaves	yellow.leaves	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	B2	43	10	5	"2,3,4,6,10"	1	5	1	0			2	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	B3	44	10	5	"4,7,8,9,10"	"1,2,3"	5	3	0			1	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	B4	50	11	1	6	"1,2,3,4,5,8"	1	6	1			0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	C1	50	11	4	"5,6,7,10"	"1,2,3,5"	4	4	0	5	2	0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	C2	49	9	5	"3,4,5,7,9"	"1,2,3"	5	3	0			0	1		GALLS ON STEM BASE	
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	C3	49	10	3	"5,6,9"	"1,2,3,6"	3	4	5			2	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	C4	45	7	3	"4,6,7"	"2,3,4"	3	3	0			0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	D1	51	11	4	"4,5,6,9"	"1,2,3,4,5"	4	5	3	3	1	0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	D2	51	11	4	"4,5,6,7"	"1,2,3,4"	4	4	0			0	3		1	
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	D3	48	11	3	"7,8,11"	"1,2,3,4"	3	4	3			0	0			
12	A	18-Aug	11:11am	LK	JA	zm	12_A	JA_zm	D4	50	10	6	"3,6,7,8,9,10"	"1,2,3"	6	3	2			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	A1	36	10	2	"1,2"	"1,2,3,6,9"	2	5	10	2	1	0	0			LEAF 1 DRY
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	A2	25	4	3	"1,2,3"	1	3	1	0			1	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	A3	32	12	1	1	"1,2"	1	2	0			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	A4	30	6	2	"2,3"	"1,2,3,5"	2	4	0			1	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	B1	37	9	1	3	"1,3"	1	2	4	1	7	0	1			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	B2	37	14	7	"1,2,3,4,6,7,14"	"1,2,3,6,7,14"	7	6	4			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	B3	33	10	1	6	"1,2,3,4,6"	1	5	8			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	B4	35	11	4	"1,5,7,8"	"1,2,5,7,8"	4	5	5			0	1			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	C1	34	9	3	"2,3,7"	"1,2,3,4"	3	4	2	2	6	1	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	C2	26	4	0	NA	1	0	1	0			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	C3	40	12	7	"1,2,3,4,5,7,8"	"1,2,3,4,6,7,8"	7	7	13			3	2			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	C4	37	8	4	"1,3,5,7"	"1,3,4,5,7"	4	5	3			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	D1	32	8	4	"1,2,3,8"	"1,2,3,4"	4	4	0			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	D2	22	4	3	"1,2,3"	3	3	1	0	1	1	2	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	D3	28	9	3	"2,3,6"	"1,2,3,4,5"	3	5	2			0	0			
13	B	18-Aug	11:00am	NH	SA	tx	13_B	SA_tx	D4	32	9	5	"1,2,3,4,6"	"1,2,3,4,6"	5	5	2			1	6			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	A1	32	9	2	"2,4"	"1,2,5"	2	3	0	2	7	0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	A2	25	7	0	NA	"1,3"	0	2	0			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	A3	28	10	4	"1,2,3,6"	"1,2,3,4"	4	4	0			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	A4	37	9	2	"1,8"	"1,2,3"	2	3	5			1	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	B1	36	7	0	NA	"1,2,5"	0	3	5			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	B2	33	7	0	NA	"1,2,3"	0	3	1			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	B3	32	9	2	"2,6"	"1,2,4"	2	3	0	1	3	1	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	B4	34	8	1	1	"1,2,4,5"	1	4	3			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	C1	34	9	2	"2,6"	"1,2"	2	2	6	1	1	1	0	1		"PSYLLIDS ON YELLOW LEAVES (1,2)"
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	C2	29	7	1	5	"1,2,3,4,5,7"	1	6	0			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	C3	24	10	3	"3,4,6"	"1,2,3,4,6,7"	3	6	0			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	C4	32	8	0	NA	"1,2,4,5"	0	4	5			0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	D1	26	10	1	4	1	1	1	0	1	9	0	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	D2	33	9	5	"2,3,5,8,9"	1	5	1	1			3	0			
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	D3	40	14	8	"1,2,3,4,5,6,7,8"	"1,2,3,4,5,6,7,8"	8	8	22			0	2			PURPLE AS HELL
13	B	18-Aug	11:00am	NH	SA	zm	13_A	SA_zm	D4	33	10	1	2	"1,2,3"	1	3	0			0	0			
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	A1	25	8	0	NA	"1,2"	0	2	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	A2	33	15	0	NA	"1,2,3"	0	3	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	A3	36	11	1	2	"1,2"	1	2	7							DRY
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	A4	44	11	0	NA	"1,2"	0	2	13	NA	2					
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	B1	18	10	0	NA	"1,2"	0	2	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	B2	30	13	1	11	"1,2,3"	1	3	0	1	1	1	0			
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	B3	39	9	0	NA	"1,2,4"	0	3	8							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	B4	38	9	1	2	"1,2"	1	2	7							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	C1	25	12	2	"6,7"	"1,2,6,7"	2	4	0	1	8	1	1			
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	C2	22	7	0	NA	"1,2"	0	2	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	C3	28	11	0	NA	"1,2"	0	2	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	C4	35	10	0	NA	"1,2,3"	0	3	2							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	D1	30	9	0	NA	"1,2,3"	0	3	4							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	D2	24	12	0	NA	"1,2,3"	0	3	0							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	D3	33	10	0	NA	"1,2,3,4,5"	0	5	8							
14	B	18-Aug	10:30am	LK	MOCK	tx	14_B	MOCK_tx	D4	25	10	1	3	"1,2,3"	1	3	0	1	1					
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	A1	41	12	0	NA	"1,2,4"	0	3	4							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	A2	40	7	0	NA	"1,2,5,6"	0	4	1							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	A3	41	9	0	NA	"1,2,4"	0	3	4							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	A4	43	11	1	8	"1,2,3,8"	1	4	8	1	8					
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	B1	36	10	1	1	1	1	1	0	1	5					
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	B2	42	10	1	3	"1,2,3"	1	3	5							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	B3	44	8	1	4	"1,2,4"	1	3	8							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	B4	39	11	1	4	"1,2,3,4"	1	4	3			0	1			
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	C1	43	9	1	3	"1,2,3"	1	3	3	1	9	1	0			
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	C2	43	10	1	7	"1,2,3,4,5,6,7"	1	7	8							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	C3	46	9	0	NA	"1,2,3,4,7"	0	5	10							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	C4	44	7	1	2	"1,2"	1	2	7							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	D1	42	8	0	NA	"1,5,6"	0	3	4							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	D2	40	7	0	NA	"1,3,4"	0	3	0							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	D3	42	6	0	NA	"1,2,3,5"	0	4	4							
14	B	18-Aug	10:30am	LK	MOCK	zm	14_A	MOCK_zm	D4	41	6	1	6	"1,3,6,7"	1	4	7	1	1	0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	A1	20	7	0	NA	"1,2,3"	0	3	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	A2	31	7	2	"3,6"	"1,2"	2	2	4	1	1	0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	A3	22	4	0	NA	1	0	1	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	A4	28	5	0	NA	"1,2"	0	2	1			0	0	1		PSYLLID GALLS
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	B1	32	5	0	NA	1	0	1	4			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	B2	24	7	0	NA	"1,2"	0	2	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	B3	20	4	0	NA	NA	0	0	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	B4	26	8	1	5	"1,2,3"	1	3	0	1	4	0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	C1	25	7	0	NA	1	0	1	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	C2	25	5	3	"3,4,5"	"1,2,3"	3	3	0	3	1	0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	C3	20	8	4	"1,2,3,4"	"1,2"	4	2	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	C4	34	12	1	2	NA	1	0	3			0	0	1		PSYLLID GALLS
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	D1	15	4	1	2	NA	1	0	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	D2	14	3	0	NA	NA	0	0	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	D3	20	6	2	"1,2"	1	2	1	0	1	4	0	0			
15	B	18-Aug	10:20am	NH	MOCK	tx	15_B	MOCK_tx	D4	26	5	3	"1,3,4"	"1,2,4"	3	3	2			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	A1	23	6	0	NA	"1,2"	0	2	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	A2	24	4	1	1	"1,2"	1	2	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	A3	21	4	0	NA	1	0	1	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	A4	16	7	3	"1,2,3"	1	3	1	0	1	4	0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	B1	28	6	0	NA	1	0	1	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	B2	17	9	0	NA	"1,2,3,4"	0	4	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	B3	17	6	0	NA	"1,2,3"	0	3	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	B4	19	8	1	2	1	1	1	0	1	7	0	1			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	C1	19	8	0	NA	1	0	1	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	C2	14	6	0	NA	NA	0	0	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	C3	28	7	0	NA	"1,3,4"	0	3	6			0	0	2		LOTS OF PSYLLID GALLS
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	C4	21	6	1	1	1	1	1	0	1	4	0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	D1	18	6	0	NA	1	0	1	0			0	0			FUNGAL DMG LEAF 1
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	D2	27	3	1	1	1	1	1	1	1	2	0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	D3	23	5	1	1	"1,2"	1	2	0			0	0			
15	B	18-Aug	10:20am	NH	MOCK	zm	15_A	MOCK_zm	D4	24	3	2	"1,3"	"1,2"	2	2	0			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	A1	32	4	1	3	NA	1	0	0	1	1	0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	A2	39	8	0	NA	"1,2"	0	2	0			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	A3	39	5	0	NA	NA	0	0	5			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	A4	54	7	0	NA	2	0	1	20			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	B1	40	5	0	NA	NA	0	0	4			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	B2	38	7	0	NA	1	0	1	8			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	B3	40	7	0	NA	3	0	1	5			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	B4	49	7	1	4	"1,4"	1	2	22	1	1	0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	C1	36	9	0	NA	1	0	1	0			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	C2	40	8	0	NA	NA	0	0	3			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	C3	46	9	1	5	"1,2,3,4,5"	1	5	1			0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	C4	45	8	0	NA	"1,2,3,5"	0	4	7	1	6	0	0			
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	D1	40	7	0	NA	1	0	1	9			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	D2	36	10	0	NA	NA	0	0	0			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	D3	25	11	0	NA	"1,2,3"	0	3	0			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	tx	17_B	JA_tx	D4	49	5	0	NA	"1,5"	0	2	9	NA	5	0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	A1	45	12	0	NA	"1,2,3,4,5,6,7,12"	0	8	5			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	A2	18	7	0	NA	NA	0	0	0			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	A3	49	8	0	NA	"1,3"	0	2	14			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	A4	47	3	1	1	"1,2,3"	1	3	3	1	1	0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	B1	51	9	1	1	"1,2,3,4,6"	1	5	23	1	8	0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	B2	37	17	1	5	"1,2,3,4,5"	1	5	1			1	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	B3	38	11	0	NA	"1,2,3,4"	0	4	2			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	B4	38	11	0	NA	"1,2"	0	2	0			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	C1	56	2	0	NA	"1,2"	0	2	23			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	C2	54	3	0	NA	"1,2"	0	2	27			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	C3	54	3	0	NA	"1,2,3"	0	3	16			0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	C4	42	7	0	NA	"1,2,3,4,5,7"	0	6	0	NA	3	0	0			NO DAMAGED LEAVES
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	D1	57	19	0	NA	"1,2,4,7,16"	0	5	8			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	D2	40	11	0	NA	"1,2"	0	2	0			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	D3	51	6	0	NA	NA	0	0	0			0	0			
17	B	18-Aug	NA	NH	JA	zm	17_A	JA_zm	D4	44	9	1	3	"1,2,3,4,6"	1	5	3	1	1	1	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	A1	54	10	0	NA	NA	0	0	4			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	A2	53	12	0	NA	NA	0	0	4			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	A3	55	9	0	NA	NA	0	0	5			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	A4	42	9	0	NA	NA	0	0	0	1	1	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	B1	36	12	0	NA	NA	0	0	0			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	B2	42	11	0	NA	NA	0	0	4			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	B3	48	14	0	NA	NA	0	0	17			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	B4	55	11	0	NA	NA	0	0	3	1	6	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	C1	39	9	0	1	4	1	1	1	5	4	1	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	C2	46	9	1	1	3	1	1	8			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	C3	52	13	1	NA	NA	0	0	17			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	C4	45	9	0	NA	NA	0	0	6			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	D1	51	10	0	NA	NA	0	0	7			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	D2	47	9	0	NA	NA	0	0	0			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	D3	46	8	0	NA	NA	0	0	4			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	tx	18_B	MOCK_tx	D4	53	10	0	NA	NA	0	0	7	1	6	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	A1	50	10	0	NA	NA	0	0	8			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	A2	52	10	0	NA	NA	0	0	15			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	A3	53	8	0	NA	NA	0	0	8			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	A4	45	9	0	NA	NA	0	0	5	1	9	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	B1	48	6	0	NA	NA	0	0	6			0	0			FUNGUS
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	B2	50	11	0	NA	NA	0	0	18			0	0			FUNGUS
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	B3	47	6	0	NA	NA	0	0	5			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	B4	51	6	0	NA	NA	0	0	8	2	5	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	C1	46	8	0	NA	NA	0	0	8			0	0			HEAVY BEETLE DMG
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	C2	36	7	0	NA	NA	0	0	0			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	C3	52	11	0	NA	NA	0	0	13			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	C4	51	11	0	NA	NA	0	0	9	1	10	0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	D1	50	10	0	NA	NA	0	0	5			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	D2	60	13	0	NA	NA	0	0	20			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	D3	56	15	0	NA	NA	0	0	8			0	0			
18	B	18-Aug	1:20pm	LK	MOCK	zm	18_A	MOCK_zm	D4	51	9	0	NA	NA	0	0	2	4	7	0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	A1	24	10	3	"1,2,5"	"1,2,5"	3	3	0	3	7	0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	A2	48	11	1	6	"1,2,3,4,6"	1	5	5			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	A3	45	14	1	10	"1,2,3,4,6,"	1	6	1			1	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	A4	23	10	0	NA	"1,2,4,5"	0	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	B1	36	11	2	"2,3"	"1,2,3"	2	3	0	2	8	0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	B2	27	12	1	2	"1,2,3,4,5"	1	5	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	B3	30	12	0	NA	"1,2,3,5"	0	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	B4	28	10	0	NA	NA	0	0	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	C1	40	11	1	2	"1,2,3,4"	1	4	1	1	3	0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	C2	41	10	2	"4,9"	"1,2,3,4,6"	2	5	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	C3	38	14	1	9	"1,2,3,4,6,7"	1	6	2			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	C4	40	7	4	"1,2,3,4"	"1,2,3"	4	3	4			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	D1	38	13	2	"3,4"	"1,2,3"	2	3	2	1	10	0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	D2	45	11	3	"4,6,9"	"1,2,3,5"	3	4	3			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	D3	42	11	0	NA	"1,2,3,4"	0	4	1			0	0			
19	B	18-Aug	2:00pm	NH	JA	tx	19_B	JA_tx	D4	51	13	1	4	"1,2,3,4,5,7"	1	6	6			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	A1	24	19	5	"1,2,4,6,8"	"1,2,3,4,5,8"	5	6	1	1	10	0	0			FUNGUS ON ROOTS
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	A2	26	13	2	"2,3"	"1,2,3,4"	2	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	A3	25	12	1	2	"1,2,3,5"	1	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	A4	38	14	5	"3,4,5,6,8"	"1,2,3,4,5,6,9"	5	7	1			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	B1	32	11	0	NA	"1,2,4"	0	3	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	B2	39	12	2	"1,4"	"1,2,3,4"	2	4	5	2	7	0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	B3	25	10	2	"1,6"	"1,2,6"	2	3	0			1	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	B4	28	6	3	"1,2,3"	"1,2,3,6"	3	4	4			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	C1	34	13	5	"1,2,3,5,8"	"1,2,3,4,9"	5	5	0	4	4	0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	C2	43	9	1	4	"1,2,4,7"	1	4	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	C3	31	14	3	"4,5,6"	"1,2,3"	3	3	0			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	C4	45	11	2	"2,5"	"1,2,3,4,5"	2	5	2			0	0			
19	B	18-Aug	2:00pm	NH	JA	zm	19_A	JA_zm	D1	38	9	3	"2,3,5"	"1,6"	3	2	3	2	5	0	0			
