plot	region	date	time	who	condition	tx	subplot	txfull	plant	height	n.leaves	n.mines	mined.leaves	yellow.leaves	n.mined.leaves	n.yellow.leaves	n.fruits	mined.leaf.rem	umined.leaf.rem	n.larvae	n.pupae	galls?	small mines?	other.notes
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	B3	30	6	0	NA	"1,2"	0	2	0			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	B4	39	11	4	"1,2,3,6"	"1,2,3,4"	4	4	8			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	C1	50	17	2	"3,10"	"1,3,10"	2	3	14	1	9	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	C2	40	6	1	2	"1,2,6"	1	3	9			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	C3	35	7	1	2	"1,2"	1	2	6			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	C4	16	10	1	1	"1,4"	1	2	15			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	D1	18	4	2	"1,4"	"1,4"	2	2	2	1	1	0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	D2	42	7	0	NA	NA	0	0	7			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	D3	46	7	2	"1,2"	"1,2,3"	2	3	14			0	0			
28	B	16-Aug	16:52	KC & NA	MOCK	zm	28_A	MOCK_zm	D4	23	5	1	1	NA	1	0	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	A1	59	13	0	NA	"2,4,6,7,8"	0	5	11			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	A2	36	8	1	1	"1,3,4"	1	3	0	1	2	0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	A3	64	12	0	NA	"1,3,4,5"	0	4	27			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	A4	56	14	2	"2,3"	"1,2,3,4,6"	2	5	16			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	B1	57	12	1	3	"1,2,3,7"	1	4	26	1	2	0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	B2	51	11	1	6	"1,6"	1	2	2			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	B3	60	12	4	"1,3,5,9"	"1,3,6,7,9"	4	5	30			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	B4	37	7	2	"5,6"	"1,5"	2	2	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	C1	45	10	2	"5,10"	"1,2,3,4,5,6,7,8,9,10"	2	10	10	1	5	0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	C2	56	11	4	"1,2,3,9"	"1,3,5,6,8,9"	4	6	24			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	C3	46	11	1	1	"1,4"	1	2	3			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	C4	59	10	2	"1,2"	"1,2,3,4,5,6,7"	2	7	27			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	D1	57	9	3	"1,2,5"	"1,3,4,5"	3	4	7	2	5	0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	D2	53	9	3	"3,4,9"	"4,6,9"	3	3	4			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	D3	55	9	3	"1,3,4"	"1,3,4,6"	3	4	10			0	0			
29	B	18-Aug	3:26pm	NH	JA	tx	29_B	JA_tx	D4	52	10	2	"1,2"	"1,2"	2	2	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	A1	46	8	0	NA	"1,2,8"	0	3	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	A2	54	12	0	NA	3	0	1	1			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	A3	59	7	2	"1,6"	"1,4,6"	2	3	7	2	2	0	1			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	A4	54	8	0	NA	2	0	1	8			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	B1	33	10	0	NA	2	0	1	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	B2	56	8	2	"1,2"	"1,2"	2	2	11	1	6	0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	B3	57	9	1	5	"1,7"	1	2	4			1	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	B4	53	11	2	"1,5"	"1,5"	2	2	12			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	C1	44	7	0	NA	1	0	1	0			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	C2	48	7	0	NA	"1,2"	0	2	3			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	C3	47	10	2	"1,2"	"1,2,3"	2	3	10	2	4	0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	C4	44	4	0	4	"1,3"	1	2	0			0	2			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	D1	48	7	0	NA	"1,2"	0	2	17			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	D2	51	9	0	NA	"1,2"	0	2	7			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	D3	55	12	0	NA	"1,2,3,4,6"	0	5	26			0	0			
29	B	18-Aug	3:26pm	NH	JA	zm	29_A	JA_zm	D4	54	11	1	6	3	1	1	12	1	1	0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	A1	43	9	5	"1,2,3,6,9"	"2,3"	5	2	6	5	2	0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	A2	31	9	4	"1,2,3,6"	"1,3,7"	4	3	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	A3	44	6	1	2	"1,2,4"	1	3	7			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	A4	53	4	0	NA	"1,2,3"	0	3	13			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	B1	49	11	7	"3,4,5,6,7,8,9"	"1,2,4"	7	3	11	4	1	0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	B2	51	12	4	"2,3,4,5"	"1,2,3,4,5"	4	5	17			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	B3	48	8	6	"2,3,4,5,7,8"	"1,2,3,4,5,7"	6	6	12			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	B4	42	8	5	"4,5,6,7,8"	"1,2,3,4,5,6"	5	6	5			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	C1	44	9	6	"1,2,3,4,6,7"	"1,2,3,5,7"	6	5	14	3	3	1	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	C2	41	7	6	"1,2,3,4,5,6"	"1,2,3,4,5,6"	6	6	2			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	C3	36	10	7	"1,2,3,4,5,7,8"	"1,2,3"	7	3	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	C4	27	10	7	"1,2,3,4,5,6,7"	"1,3"	7	2	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	D1	38	7	4	"2,4,5,6"	"1,2,6"	4	3	4	3	3	2	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	D2	40	10	8	"1,2,3,4,6,7,8,9"	"1,2,3,4,5,6"	8	6	7			3	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	D3	41	7	6	"1,2,3,5,6,7"	"1,2,3"	6	3	1			1	0			
30	B	16-Aug	16:07	KC & NA	SA	tx	30_B	SA_tx	D4	35	9	7	"1,2,3,4,5,6,9"	"1,2,3"	7	3	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	A1	52	6	6	"1,2,3,4,5,6"	"2,3,4"	6	3	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	A2	51	1	1	1	NA	1	0	8			2	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	A3	48	5	4	"1,2,3,4"	1	4	1	3	4	1	0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	A4	41	6	4	"1,2,3,5"	"1,2,3,5"	4	4	1			2	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	B1	47	5	4	"1,2,3,4"	"1,3,4"	4	3	5	1	1	0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	B2	48	8	4	"2,4,5,8"	"1,2,4"	4	3	6			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	B3	28	9	3	"2,5,9"	"1,2"	3	2	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	B4	55	9	4	"2,3,4,5"	"1,2,3,4,5"	4	5	33			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	C1	60	5	2	"2,3"	"1,2,3"	2	3	26	2	2	0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	C2	59	5	2	"1,2"	1	2	1	20			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	C3	54	3	3	"1,2,3"	"1,2,3"	3	3	12			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	C4	37	8	3	"1,4,5"	"1,3,8"	3	3	0			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	D1	54	6	5	"1,2,3,4,5"	"1,2,3"	5	3	23			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	D2	47	6	6	"1,2,3,4,5,6"	"1,4"	6	2	18			0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	D3	44	7	6	"1,2,3,4,5,6"	NA	6	0	2	1	1	0	0			
30	B	16-Aug	16:07	KC & NA	SA	zm	30_A	SA_zm	D4	41	7	7	"1,2,3,4,5,6,7"	"1,2,3,4,5,6,7"	7	7	4			1	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	A1	49	8	5	"2,3,4,5,6"	"1,3,7"	5	3	10	3	1	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	A2	51	10	3	"4,5,6"	"1,2,3,4,5,7,8,9,10"	3	9	22			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	A3	46	8	4	"3,4,7,8"	1	4	1	9			0	0		1	
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	A4	51	10	2	"3,6"	"1,2,4"	2	3	15			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	B1	50	8	3	"3,4,5"	"1,3"	3	2	14	1	5	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	B2	46	11	1	2	"1,2,4"	1	3	8			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	B3	37	7	2	"4,5"	"1,2,3,4"	2	4	5			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	B4	46	9	3	"2,3,4"	"1,2,3"	3	3	17			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	C1	54	9	1	4	"1,2,3,4"	1	4	15			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	C2	29	5	0	NA	NA	0	0	0			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	C3	27	8	2	"2,3"	"1,2,3,4,5"	2	5	0			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	C4	49	12	3	"4,6,7"	"1,2,3"	3	3	11	2	5	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	D1	60	12	4	"3,4,5,6"	"1,2,3,4,5,8"	4	6	19	1	1	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	D2	46	11	0	NA	"1,2,3,4,5,6"	0	6	13			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	D3	55	9	1	4	"1,2,3,4,7"	1	5	24			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	tx	31_B	MOCK_tx	D4	54	9	0	NA	"1,2,3"	0	3	11			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	A1	43	9	0	NA	"1,2,3,6"	0	4	13			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	A2	36	12	0	NA	"1,2,3"	0	3	0			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	A3	43	8	2	"3,5"	"1,2,3,4,5"	2	5	11	1	1	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	A4	37	12	3	"1,2,3"	1	3	1	0			2	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	B1	44	9	3	"2,3,5"	"1,2"	3	2	17	2	4	1	1			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	B2	38	11	0	NA	"1,2,5"	0	3	7			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	B3	34	9	2	"3,4"	"1,3,8,9"	2	4	6			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	B4	48	8	1	2	1	1	1	13			0	0		1	
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	C1	44	7	2	"3,4"	"1,2,3"	2	3	16	1	3	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	C2	33	12	2	"2,6"	"1,2"	2	2	0			1	1			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	C3	45	7	2	"3,4"	"1,2,4"	2	3	16			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	C4	40	9	0	NA	"1,2,4,6"	0	4	7			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	D1	30	8	1	4	"1,2,4"	1	3	0	1	4	0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	D2	32	14	3	"4,7,8"	"1,2,3,4,7"	3	5	0			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	D3	37	12	0	NA	"1,2"	0	2	0			0	0			
31	B	16-Aug	16:05	AK & PTH	MOCK	zm	31_A	MOCK_zm	D4	24	11	2	"2,3"	"1,2,3,5"	2	4	1			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	A1	39	10	0	NA	2	0	1	0			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	A2	26	8	3	"2,4,7"	1	3	1	0	2	1	0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	A3	30	10	2	2	1	1	1	0			1	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	A4	26	8	2	"2,3"	"1,2"	2	2	0			1	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	B1	44	7	5	"2,3,4,6,7"	"1,2,3,5"	5	4	9			2	1			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	B2	38	7	4	"1,3,4,6"	"1,4"	4	2	2	2	1	2	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	B3	50	8	1	1	NA	1	0	6			1	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	B4	43	6	4	"3,4,5,6"	"1,2,4,5,6"	4	5	5			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	C1	50	5	3	"1,3,4"	"1,2,4"	3	3	17			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	C2	50	6	4	"2,3,4,5"	"1,2,3,4"	4	4	13	1	1	1	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	C3	40	7	2	"1,2"	"1,2,3,4"	2	4	4			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	C4	47	11	0	NA	"1,2,3"	0	3	5			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	D1	40	6	0	NA	"1,2"	0	2	4			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	D2	50	7	2	"2,3,"	"1,2"	3	2	11			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	D3	51	9	2	"2,3"	"1,2,3,4"	2	4	11			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	tx	32_B	SA_tx	D4	54	11	1	1	"1,2"	1	2	10	1	5	0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	A1	40	8	0	NA	NA	0	0	3			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	A2	44	11	0	NA	"1,6"	0	2	15			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	A3	46	8	0	NA	"1,3"	0	2	17			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	A4	38	5	1	4	NA	1	0	4	1	2	0	1			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	B1	45	7	0	NA	"1,2,3"	0	3	5			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	B2	57	8	2	"1,2"	NA	2	0	17	2	2	0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	B3	52	8	2	"2,4"	NA	2	0	10			1	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	B4	38	8	2	"1,2"	"1,2"	2	2	4			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	C1	42	9	1	6	"1,2,3"	1	3	15	1	4	0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	C2	36	9	0	NA	1	0	1	0			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	C3	29	9	0	NA	"2,6"	0	2	0			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	C4	45	5	2	"2,5"	"1,2,3,4,5"	2	5	17			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	D1	37	6	0	NA	"1,2,3,4"	0	4	9			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	D2	33	9	3	"2,3,4"	"1,2,3"	3	3	0	2	3	0	1			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	D3	41	9	0	NA	"1,2,3,5,8"	0	5	24			0	0			
32	B	16-Aug	15:29	AK & PTH	SA	zm	32_A	SA_zm	D4	40	10	0	NA	"1,4,5,6"	0	4	12			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	A1	32	13	0	NA	"1,2,3,4,5,9"	0	6	6			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	A2	39	8	2	"1,4"	"1,2,3,4,7"	2	5	12	1	6	0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	A3	44	21	0	NA	"1,2,3,4,7"	0	5	14			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	A4	30	12	0	NA	"1,2,3,4"	0	4	0			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	B1	30	16	1	1	"1,2,3,4,5,6,7,8"	1	8	5	1	5	0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	B2	40	21	2	"3,4"	"1,2,3,4,5,6,7"	2	7	10			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	B3	30	13	0	NA	"1,2,3,4,6"	0	5	0			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	B4	37	16	0	NA	"1,2,3,4,5,7,9"	0	7	13			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	C1	45	9	1	2	"1,2,3,5,6,7,8"	1	7	15	1	6	0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	C2	38	9	1	4	"1,2,3,4,5,6,7,8"	1	8	14			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	C3	43	13	3	"2,3,4"	"1,2,3,4,6,7,8,9"	3	8	15			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	C4	25	10	0	NA	"1,2,3,4,5,6,7,8,9"	0	9	1			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	D1	42	9	1	3	"1,5"	1	2	6	1	2	0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	D2	39	11	1	1	"1,2,3,4,5,7"	1	6	6			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	D3	46	16	3	"2,3,5"	"1,2,3,4,8"	3	5	11			0	0			
33	B	16-Aug	15:30	KC & NA	SA	tx	33_B	SA_tx	D4	44	14	2	"2,3"	"1,2,3,4,5"	2	5	14			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	A1	39	4	1	1	1	1	1	3	1	3	0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	A2	46	10	0	NA	NA	0	0	14			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	A3	43	4	0	NA	1	0	1	9			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	A4	41	4	0	NA	1	0	1	11			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	B1	39	6	0	NA	1	0	1	6			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	B2	45	8	0	NA	1	0	1	8			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	B3	41	3	0	NA	1	0	1	12			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	B4	40	7	1	5	"1,2,3"	1	3	6	1	2	0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	C1	39	5	0	NA	NA	0	0	5			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	C2	38	9	0	NA	1	0	1	0			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	C3	47	6	0	NA	1	0	1	14			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	C4	39	10	1	2	1	1	1	9	1	8	0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	D1	22	7	0	NA	"1,2,3"	0	3	0			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	D2	33	8	0	NA	"1,2,3"	0	3	0			0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	D3	45	7	2	"4,5"	"1,2"	2	2	13	2	5	0	0			
33	B	16-Aug	15:30	KC & NA	SA	zm	33_A	SA_zm	D4	44	9	3	"1,3,5"	"1,3"	3	2	6			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	A1	37	10	6	"1,2,3,5,7,10"	"1,2,3,5,8,10"	6	6	0	2	4	0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	A2	37	12	6	"1,2,3,4,6,9"	"1,2,3,4,5,6"	6	6	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	A3	37	9	7	"1,2,3,4,6,7,9"	"1,2,3,4,9"	7	5	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	A4	35	10	2	"1,9"	"1,2,8"	2	3	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	B1	23	8	4	"1,2,3,5"	"1,2,3,4"	4	4	0	3	4	0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	B2	40	10	6	"1,2,3,4,5,6"	"1,2,3,4,5"	6	5	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	B3	20	7	4	"1,2,3,4"	"1,2,3,4,5"	4	5	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	B4	43	6	5	"1,2,3,5,6"	"1,2,3,4,6"	5	5	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	C1	39	11	9	"1,2,3,4,5,6,9,10,11"	"1,2,3,4,5,6,8,10,11"	9	9	0	1	8	0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	C2	47	15	11	"1,2,3,4,5,6,7,8,11,12,13"	"1,2,3,4,5,6,7,8,11,12,13"	11	11	4			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	C3	41	10	9	"1,2,3,4,5,6,7,8,9"	"1,2,3,4,5,6,7,8,9"	9	9	1			2	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	C4	37	8	6	"1,2,3,4,5,7"	"1,2,3,4,5,7"	6	6	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	D1	18	7	6	"1,2,3,4,5,6"	"1,2,3,4,5,6"	6	6	0	4	1	0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	D2	38	8	7	"1,2,3,4,6,7,8"	"1,2,3,5"	7	4	0			6	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	D3	40	10	9	"1,2,3,4,5,6,7,8,9"	"1,2,3,4,5,6,7,8,9"	9	9	0			3	0			
35	B	16-Aug	14:34	KC & NA	MOCK	tx	35_B	MOCK_tx	D4	44	9	7	"1,2,4,5,6,7,9"	"1,2,3,5,6,7,9"	7	7	0			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	zm	35_A	MOCK_zm	A1	45	10	0	NA	"1,2,4,5"	0	4	10			0	0			
35	B	16-Aug	14:34	KC & NA	MOCK	zm	35_A	MOCK_zm	A2	35	11	0	NA	1	0	1	0			0	0			
